OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT_PREFIX	MEASUREMENT_UNIT	IS_EXTRACTED	MEASUREMENT_VALUE_TYPE	n_records	n_subjects
-1	s-pujonsiitepöly,igevasta-aineet,rast,allergia	u/ml	u/ml	FALSE	Source	7	7
-1	b-mpadp			TRUE	Extracted	16	15
3020564	p-krea+gfr,p-krea			TRUE	Extracted	7	6
40764999	p-krea+gfr,pt-gfre-md			TRUE	Extracted	7	6
-1	p-normetanefriini,plasmasta	nmol/l	nmol/l	FALSE	Source	13	8
-1	antikoagulanttihoidonseuranta,p-tt-inr,kapillaarinäyte			TRUE	Extracted	63	8
-1	marevan-hoidonseur.tatesti,hoitoyksikkötekeesormenpäänäyte			TRUE	Extracted	168	13
40768453	s-rcora9e			TRUE	Extracted	8	8
-1	u-leukosyytitstix			TRUE	Extracted	38	37
-1	ab-gluk			TRUE	Extracted	41	35
-1	glutamyylitransferaasi-desialotransferriini-indeksi	1	1	FALSE	Source	9	8
-1	b-keto			FALSE	Source	32	31
3018910	s-afosluu	ug/l	ug/l	FALSE	Source	30	26
-1	s-topiram	mg/l	mg/l	FALSE	Source	17	11
-1	s-rder10e	u/ml	u/ml	FALSE	Source	7	7
-1	s-hepatiittibvirus,s-antigeeni,vasta-aineet	u/l	u/l	FALSE	Source	27	21
-1	p-tnt-o	form	form	FALSE	Source	29	12
-1	cp-cl	mmol/l	mmol/l	FALSE	Source	22	19
3006184	cb-thb	g/l	g/l	FALSE	Source	22	19
-1	cb-hb-co	%	%	FALSE	Source	22	19
-1	cb-hb-met	%	%	FALSE	Source	22	19
-1	b1-vitamiini(tiamiini)	ug/l	ug/l	FALSE	Source	10	8
-1	p-hyytymistekijäviii,c	%	%	FALSE	Source	12	10
-1	11094	au/ml	au/ml	FALSE	Source	21	18
-1	s-paroabg			TRUE	Extracted	14	14
-1	s-hcg(tot)	iu/l	iu/l	FALSE	Source	10	9
-1	p-kopeptiini	pmol/l	pmol/l	FALSE	Source	8	8
-1	glukoosi,omalab			TRUE	Extracted	24	21
-1	tonnikala	u/ml	u/ml	FALSE	Source	7	7
-1	s-vihpipe	u/ml	u/ml	FALSE	Source	7	7
-1	s-rsesi1e	u/ml	u/ml	FALSE	Source	10	10
-1	s-basilie	u/ml	u/ml	FALSE	Source	13	13
-1	solut,peritoneaalidialyysineste	e6/l	e6/l	FALSE	Source	161	16
-1	m-komp-2	mg/l	mg/l	FALSE	Source	15	7
-1	eosinofiilitdiffissä			TRUE	Extracted	8	7
3006923	alat.itse	u/l	u/l	FALSE	Source	6	6
-1	kolesteroli.itse	mmol/l	mmol/l	FALSE	Source	13	12
-1	myeloperoksidaasi,vasta-aineet,seerumista	iu/ml	iu/ml	FALSE	Source	41	9
36032269	s-testosteroni,vapaalaskettu(ko)	pmol/l	pmol/l	FALSE	Source	13	11
-1	u-stix,u-ph			TRUE	Extracted	19	17
-1	inrpikamittari			FALSE	Source	15	7
-1	inrpikamittari			TRUE	Extracted	17	7
-1	pt-glukoosi,toimintakokeissa0m	mmol/l	mmol/l	FALSE	Source	10	10
-1	pt-glukoosi,toimintakokeissa2h	mmol/l	mmol/l	FALSE	Source	10	10
-1	s-turska,igevasta-aineet	u/ml	u/ml	FALSE	Source	7	7
-1	ipssprost.kysely,tk			FALSE	Source	11	11
3019977	ab-ph(t)			TRUE	Extracted	39	35
-1	ab-pco2(t)			TRUE	Extracted	38	34
-1	ab-po2(t)			TRUE	Extracted	37	33
3009542	ab-hkr			TRUE	Extracted	37	33
-1	ab-k			TRUE	Extracted	37	33
-1	ab-ca++			TRUE	Extracted	37	33
3018405	ab-laktaat			TRUE	Extracted	36	33
-1	s-ruoka-aineryhmä(fx5),igevasta-aineet	u/ml	u/ml	FALSE	Source	7	7
-1	kalsium,ionisoitunutseerumista	mmol/l	mmol/l	FALSE	Source	10	10
3018251	fp-gluk/0			FALSE	Source	43	36
-1	p-gluk/60			FALSE	Source	17	13
-1	p-gluk/120			FALSE	Source	28	23
-1	u-proteiinitstix			TRUE	Extracted	25	25
3007821	p-gluk-0h			FALSE	Source	8	8
-1	kalsium,ionisoitunutseerumista	mmol/l/p	mmol/l/p	FALSE	Source	7	7
3036185	s-maksa-2			TRUE	Extracted	11	11
-1	s-afosmx			TRUE	Extracted	9	9
-1	s-klobatsaami	umol/l	umol/l	FALSE	Source	9	6
-1	s-hsv1abg			TRUE	Extracted	26	25
3041145	s-hsvabm			TRUE	Extracted	6	6
-1	ruokaerittely(fx5),ige-vasta-aineet	u/ml	u/ml	FALSE	Source	7	7
-1	s-allige,kissa(hilse)/katt(mjäll)osa	u/ml	u/ml	FALSE	Source	23	23
-1	fp-non-hdl			TRUE	Extracted	11	11
-1	s-borrabg	titre	titre	FALSE	Source	6	6
-1	s-tomaatti,igevasta-aineet	u/ml	u/ml	FALSE	Source	10	10
-1	s-viljaryhmä,igevasta-aineet	u/ml	u/ml	FALSE	Source	15	15
-1	s-heinäerittely(gx1),igevasta-aineet	u/ml	u/ml	FALSE	Source	7	7
-1	b-ghba1c-l			FALSE	Source	10	9
-1	s-home4ry	u/ml	u/ml	FALSE	Source	6	6
-1	14347			TRUE	Extracted	17	17
-1	s-hamstee	u/ml	u/ml	FALSE	Source	12	12
3041365	s-hsvabg			FALSE	Source	12	11
-1	s-ldesrte	u/ml	u/ml	FALSE	Source	7	7
-1	u-as-i	nmol/l	nmol/l	FALSE	Source	16	13
-1	kiivi	u/ml	u/ml	FALSE	Source	13	13
36032419	-cv19ag			FALSE	Source	12	10
-1	s-kuminae	u/ml	u/ml	FALSE	Source	8	8
-1	hemoglobiini-a1c,vieritesti	mmol/mol	mmol/mol	FALSE	Source	35	27
-1	tau-proteiini,217-fosforyloitu,plasmasta	ng/l	ng/l	FALSE	Source	14	14
-1	-aikaglukoositavoitteessa	%	%	FALSE	Source	28	23
-1	-aikahypoglykemiassa	%	%	FALSE	Source	27	22
-1	hcgb-v/hcg	%	%	FALSE	Source	13	10
3017732	b-neutrof			TRUE	Extracted	23	19
-1	p-c-reaktiivinenproteiini,vieritutkimus,plasmasta			FALSE	Source	15	14
-1	s-prolaktiini,biologisestiaktiivinenosuus	%	%	FALSE	Source	22	17
-1	ug-pad-4	mmol/l	mmol/l	FALSE	Source	15	14
42870325	s-hepsid	mmol/l	mmol/l	FALSE	Source	15	14
-1	tyrophag.p	u/ml	u/ml	FALSE	Source	16	16
3004593	s-asca-aba	u/ml	u/ml	FALSE	Source	9	7
3008092	s-asca-abg	u/ml	u/ml	FALSE	Source	8	7
-1	s-mpn-abm			FALSE	Source	6	6
3013826	p-glukoosivieritestimittarilla			TRUE	Extracted	14	10
-1	nu-alb-mi	mg/12h	mg/12h	FALSE	Source	12	12
3026051	pf-liuskat			FALSE	Source	16	13
3005532	pf-mononuk			FALSE	Source	16	13
3035320	s-crpsens	mg/l	mg/l	FALSE	Source	17	16
-1	s-insuliininkaltainenkasvutekijä1(entsommedc	nmol/l	nmol/l	FALSE	Source	18	17
-1	igf1-pitoisuudensd-score			FALSE	Source	31	25
-1	ruoka-aine-erittely(fx5),igevasta-aineet	u/ml	u/ml	FALSE	Source	7	7
-1	b-perusverenkuvajatrombosyytit,paketti	form	form	FALSE	Source	7	7
-1	p-fviiic	%	%	FALSE	Source	13	12
-1	testosteroni,vapaa,las	pmol/l	pmol/l	FALSE	Source	15	11
-1	s-yer3ab			TRUE	Extracted	19	18
-1	p-tthus			TRUE	Extracted	6	6
-1	p-at3hus			TRUE	Extracted	6	6
-1	b-ohbuhoi			TRUE	Extracted	26	17
-1	s-aurkuke	u/ml	u/ml	FALSE	Source	9	9
-1	s-pelsiee	u/ml	u/ml	FALSE	Source	17	17
-1	amoxycilli	u/ml	u/ml	FALSE	Source	6	6
-1	p-tt-in			FALSE	Source	39	19
-1	granulosyytit	%	%	FALSE	Source	8	8
-1	muutsolut	%	%	FALSE	Source	8	8
-1	pt-no-ex			FALSE	Source	14	11
-1	li-borrelia,vasta-aineetigmvarmistustutkimus	au/ml	au/ml	FALSE	Source	9	9
-1	b-tvk	form	form	FALSE	Source	11	10
-1	p-apcres	form	form	FALSE	Source	14	14
-1	p-tromboplastiiniaikainr-tulos,vieritutkimus			FALSE	Source	42	36
-1	p-tromboplastiiniaikainr-tulos,vieritutkimus			TRUE	Extracted	17	9
3019800	tntvieri	ug/l	ug/l	FALSE	Source	22	18
-1	glukoosi(gluk.ras0)	mmol/l	mmol/l	FALSE	Source	11	11
-1	glukoosi(gluk.ras2h)	mmol/l	mmol/l	FALSE	Source	11	11
-1	s-claher	form	form	FALSE	Source	8	7
-1	-c6-ind			TRUE	Extracted	23	19
-1	s-risperidoninja9-hydroksirisperidoninsumma	nmol/l	nmol/l	FALSE	Source	13	8
3003245	p-c1-esteraasininhibiittori	g/l	g/l	FALSE	Source	7	7
36032269	s-testo,vapaa,laskettu	pmol/l	pmol/l	FALSE	Source	16	13
-1	oma-hcg-o			FALSE	Source	10	10
-1	fs-ph(ca-ion)			TRUE	Extracted	21	20
-1	u-eryt	u	u	FALSE	Source	33	29
-1	u-leuk	u	u	FALSE	Source	43	36
-1	u-epit	u	u	FALSE	Source	37	31
3004915	s-chpnaba	au/ml	au/ml	FALSE	Source	9	8
3026657	s-ricoab	titre	titre	FALSE	Source	6	6
-1	s-prostataspesifinenantigeenit	ug/l	ug/l	FALSE	Source	12	11
-1	kalprotektiini,uloste	ug/g	ug/g	FALSE	Source	14	14
40758310	he4proteiini	pmol/l	pmol/l	FALSE	Source	10	10
-1	s-glpepiga	au	au	FALSE	Source	9	9
-1	s-glpepigg	au	au	FALSE	Source	9	9
-1	di-eryt	e6/l	e6/l	FALSE	Source	54	11
-1	s-inhibiinib	ng/l	ng/l	FALSE	Source	21	6
-1	fp-rauta,plasmasta,paastotilassa	umol/l	umol/l	FALSE	Source	6	6
-1	b-neut,tk			TRUE	Extracted	11	11
-1	b-lymf,tk			TRUE	Extracted	11	11
-1	b-monos,tk			TRUE	Extracted	11	11
-1	b-eos,tk			TRUE	Extracted	11	11
-1	b-baso,tk			TRUE	Extracted	11	11
-1	s-sindabg			TRUE	Extracted	7	7
-1	muutsolut,askitesneste	%	%	FALSE	Source	50	35
-1	s-ruoer	u/ml	u/ml	FALSE	Source	9	9
-1	crp-pika,hoitajattekee			FALSE	Source	13	9
-1	u-ubg-de			FALSE	Source	8	8
-1	u-bil-de			FALSE	Source	7	7
-1	tyreotropiini,plasmasta,erimenetelmällä			TRUE	Extracted	12	12
-1	p-inrhoit			TRUE	Extracted	10	8
-1	u-albstix			TRUE	Extracted	24	22
-1	s-pr3ab	kiu/l	kiu/l	FALSE	Source	39	20
3000492	pt-fvspird			FALSE	Source	7	6
3020460	crppikatutkimus	mg/l	mg/l	FALSE	Source	6	6
3005772	s-bil-kj			TRUE	Extracted	13	13
-1	kopeptiini	pmol/l	pmol/l	FALSE	Source	10	7
-1	albumiini,bronkoalveolaarihuuhtelunesteestä	mg/l	mg/l	FALSE	Source	7	7
-1	as-erytrosyytit,askitesnesteestä	e6/l	e6/l	FALSE	Source	10	9
-1	streptokokkia			TRUE	Extracted	8	8
-1	so-b-cd19	%	%	FALSE	Source	12	12
-1	so-t-cd4/8			TRUE	Extracted	7	7
-1	so-nk	%	%	FALSE	Source	12	12
-1	pf-sameus,pleuranesteestä			FALSE	Source	9	8
-1	s-legp7ab	titre	titre	FALSE	Source	10	8
-1	s-legp8ab	titre	titre	FALSE	Source	8	6
-1	s-achrab			TRUE	Extracted	12	12
-1	s-bopeaba	responseequivalent	responseequivalent	FALSE	Source	9	9
-1	l-basofiili			TRUE	Extracted	14	11
-1	pt-arr	pmol/l:mu/l	pmol/l:mu/l	FALSE	Source	6	6
-1	e-g6pd	umol/min	umol/min	FALSE	Source	9	9
-1	s-brucab	titre	titre	FALSE	Source	14	11
-1	s-cmv-abg	eiu	eiu	FALSE	Source	15	14
-1	u-kreatiniinivm.	ml	ml	FALSE	Source	7	7
-1	cmvnh	u/ml	u/ml	FALSE	Source	7	7
3028626	cb-po2			FALSE	Source	7	7
3051714	p-fidd-hoi	mg/l	mg/l	FALSE	Source	8	8
-1	s-trijodityroniini,vapaa(ko)	pmol/l	pmol/l	FALSE	Source	8	8
3018301	testosteroni,vapaa,laskettu,herkkämenetelmä	pmol/l	pmol/l	FALSE	Source	15	15
3013742	s-prealbl	mg/l	mg/l	FALSE	Source	9	7
-1	s-linetso			TRUE	Extracted	13	7
3003245	p-c1inh			TRUE	Extracted	28	23
-1	plasmanmagnesium	mmol/l	mmol/l	FALSE	Source	21	20
-1	d-hbsab			TRUE	Extracted	8	8
-1	neutrofiilit+eosinofiilit,peritoneaalidialyysineste	%	%	FALSE	Source	104	13
-1	mononukleaarisetsolut,peritoneaalidialyysineste	%	%	FALSE	Source	96	12
-1	pot.ikä			TRUE	Extracted	22	21
-1	pot.paino			TRUE	Extracted	25	24
-1	potpit			TRUE	Extracted	17	17
-1	prolaktiini,saanto	%	%	FALSE	Source	8	7
-1	prolaktiini,biologisestiaktiivinen	mu/l	mu/l	FALSE	Source	7	7
-1	nu-albumiininjakreatiniininsuhde	mg/mmol	mg/mmol	FALSE	Source	8	8
-1	polymorfologisetleukosyytit	%	%	FALSE	Source	10	10
-1	mononukleaarisetleukosyytit	%	%	FALSE	Source	14	14
3010813	fb-leukosyytit			TRUE	Extracted	15	15
-1	pistaasi	u/ml	u/ml	FALSE	Source	17	17
-1	s-osacdt			TRUE	Extracted	25	23
-1	s-osacdtr			TRUE	Extracted	24	22
36304315	s-sertoab			TRUE	Extracted	10	9
-1	bl-alb			FALSE	Source	31	27
3036566	s-tbg	nmol/l	nmol/l	FALSE	Source	12	12
3004410	b-ehba1c	mmol/mol	mmol/mol	FALSE	Source	7	6
-1	mansikka	u/ml	u/ml	FALSE	Source	6	6
-1	s-cladcle			TRUE	Extracted	26	26
-1	fp-sinkki	umol/l	umol/l	FALSE	Source	16	16
-1	p-fviiire	form	form	FALSE	Source	23	6
-1	tug			TRUE	Extracted	30	29
-1	frat			TRUE	Extracted	6	6
-1	glutamaattidekarboksylaasi,vasta-aineet	iu/ml	iu/ml	FALSE	Source	8	8
-1	u-ominaispaino	5170	5170	FALSE	Source	8	8
-1	s-leptin	ug/l	ug/l	FALSE	Source	6	6
-1	residuaali	ml	ml	FALSE	Source	21	17
-1	l-neutrofiilit,osatutkimus	%	%	FALSE	Source	12	8
-1	b-eosonofiilit,b-diffiosatutkimus	e9/l	e9/l	FALSE	Source	12	7
-1	s-cmv-abg	u/ml	u/ml	FALSE	Source	8	7
-1	s-kotiniini	ng/ml	ng/ml	FALSE	Source	8	6
-1	du-aldos	ug/24h	ug/24h	FALSE	Source	12	12
-1	60mkors	nmol/l	nmol/l	FALSE	Source	9	9
-1	glukoosi,omalab	mmol/l	mmol/l	FALSE	Source	9	8
-1	li-immunoglobiinig,indeksi	index	index	FALSE	Source	6	6
-1	ab-vekaas5,cl-	mmol/l	mmol/l	FALSE	Source	11	11
-1	ab-vekaas5,agapk	mmol/l	mmol/l	FALSE	Source	11	11
-1	ab-vekaas5,crea	umol/l	umol/l	FALSE	Source	11	11
-1	p-sytomegalovirus,nukleiinihappo(kvant)	iu/ml	iu/ml	FALSE	Source	29	8
-1	p-plasmanneurofilamentti,kevytketju	ng/l	ng/l	FALSE	Source	15	13
-1	vb-cl	mmol/l	mmol/l	FALSE	Source	17	16
-1	tyroideaperoksidaasiva(tpoab)	u/ml	u/ml	FALSE	Source	14	13
3017446	s-hstesto			TRUE	Extracted	6	6
3036312	s-lohie			TRUE	Extracted	15	15
-1	b-tromto	form	form	FALSE	Source	6	6
3027450	s-sjögreninsyndroma,b(la)-vasta-aineet	u/ml	u/ml	FALSE	Source	15	14
-1	glukoosi,0-näyte	mmol/l	mmol/l	FALSE	Source	8	8
-1	p-nest-vt			FALSE	Source	9	7
-1	rautaseerumista,paastotilassa	umol/l	umol/l	FALSE	Source	14	7
-1	s-lis4ba			TRUE	Extracted	6	6
-1	s-perinukleaarinenp-anca	titre	titre	FALSE	Source	18	16
-1	21563	%	%	FALSE	Source	37	22
3004383	s-c-anca			TRUE	Extracted	28	12
-1	uloshengityskaasuntyppioksidi	ppb	ppb	FALSE	Source	6	6
-1	u-cokrea	ug/g	ug/g	FALSE	Source	24	11
3027238	p-tpoab	iu/ml	iu/ml	FALSE	Source	10	8
-1	e-rethe,osatutkimus(19977e-rethe)	pg	pg	FALSE	Source	7	6
-1	koriongonadotropiini,beeta-alayksikkö	u/l	u/l	FALSE	Source	10	6
-1	s-gangabm	%	%	FALSE	Source	18	12
3016701	p-gluk-2t			TRUE	Extracted	6	6
40771922	pt-krea-cl			FALSE	Source	7	7
-1	cp-ohbuthy			TRUE	Extracted	22	15
-1	cp-beeta-hydroksibutyraatti,vieritestihoitoy:ssä			TRUE	Extracted	9	8
3004789	fs-transferriini			FALSE	Source	6	6
3052912	s-pr3abgk	iu/ml	iu/ml	FALSE	Source	18	15
-1	s-proteinaasi3,vasta-aineet	iu/ml	iu/ml	FALSE	Source	40	12
-1	s-hummere	u/ml	u/ml	FALSE	Source	7	7
-1	s-taatele	u/ml	u/ml	FALSE	Source	6	6
-1	u-proteiini,(u-prot-fr,valetietue)	g/l	g/l	FALSE	Source	6	6
-1	p-la1/la2			TRUE	Extracted	10	8
-1	14346			TRUE	Extracted	11	11
3016072	s-teofy	mg/l	mg/l	FALSE	Source	10	9
-1	pf-happamuusaste,pleuranesteestä			FALSE	Source	7	7
-1	s-peak-1			TRUE	Extracted	7	6
3011544	pf-alb	mg/l	mg/l	FALSE	Source	9	7
-1	s-glpepiga			FALSE	Source	8	8
-1	s-glpepigg			FALSE	Source	8	8
-1	b-hba1c	form	form	FALSE	Source	16	14
-1	fs-trfesat,fs-fe			FALSE	Source	15	11
-1	soijapapu			TRUE	Extracted	7	7
3012494	maapähkinä			TRUE	Extracted	11	11
-1	p-fviiiab	bu/ml	bu/ml	FALSE	Source	28	13
-1	as-ld			TRUE	Extracted	7	6
-1	ly-lymfosyytit,t-auttaja/estäjäsolujensuhde			FALSE	Source	7	6
-1	b-nk-solut(luonnollisettappajasolut)	e9/l	e9/l	FALSE	Source	7	6
-1	ly-lymfosyytit,t-solujenosuus	%	%	FALSE	Source	7	6
-1	b-lymfosyytit,t-solujenmäärä	e9/l	e9/l	FALSE	Source	7	6
-1	b-lymfosyytit,t-estäjäsolujenmäärä	e9/l	e9/l	FALSE	Source	7	6
-1	c-reaktiivinenproteiini,pikatesti	mg/l	mg/l	FALSE	Source	12	11
-1	b-fibriinind-dimeerit(kval)	mg/l	mg/l	FALSE	Source	7	7
3015024	p-gluk60			TRUE	Extracted	39	34
3007821	p-glukoosi,0-näyte	mmol/l	mmol/l	FALSE	Source	21	19
-1	k			TRUE	Extracted	18	10
-1	fibriinind-dimeerit,plasmasta,vieritutkimus			FALSE	Source	12	12
-1	oma-laktaatti			FALSE	Source	8	8
-1	b-c-reaktiivinenproteiini	mg/l	mg/l	FALSE	Source	29	25
-1	s-sikaepe	u/ml	u/ml	FALSE	Source	6	6
-1	s-kalkh�e	mmol/l	mmol/l	FALSE	Source	7	7
-1	s-kaniepe	mmol/l	mmol/l	FALSE	Source	7	7
-1	s-tonnike			TRUE	Extracted	6	6
-1	pika-hb-o			TRUE	Extracted	17	14
-1	glukoosi,pikatutkimus,verestä,osatutk.			TRUE	Extracted	28	22
-1	p-gluk60,osatutk.			TRUE	Extracted	28	22
-1	s-rapim2e	u/ml	u/ml	FALSE	Source	11	11
-1	s-rapim3e	u/ml	u/ml	FALSE	Source	13	13
-1	s-rapim5e	u/ml	u/ml	FALSE	Source	15	15
-1	s-testab	titre	titre	FALSE	Source	6	6
-1	-extam/ml	%	%	FALSE	Source	12	10
-1	-fibtem/mcf	mm	mm	FALSE	Source	12	10
3018251	fp-gluk(0)	mmol/l	mmol/l	FALSE	Source	29	28
-1	fp-insuliini	mu/l	mu/l	FALSE	Source	29	15
-1	p-ked.	mmol/l	mmol/l	FALSE	Source	344	12
-1	p-naed.	mmol/l	mmol/l	FALSE	Source	306	11
-1	p-kreaed	umol/l	umol/l	FALSE	Source	227	11
-1	fp-ureaed	mmol/l	mmol/l	FALSE	Source	161	11
-1	fp-ureajd	mmol/l	mmol/l	FALSE	Source	153	8
-1	p-kjd.	mmol/l	mmol/l	FALSE	Source	160	9
-1	p-najd.	mmol/l	mmol/l	FALSE	Source	154	8
-1	p-kreajd	umol/l	umol/l	FALSE	Source	153	8
-1	s-prl	mul/l	mul/l	FALSE	Source	6	6
-1	du-a1miglo	mg	mg	FALSE	Source	14	14
-1	vb-o2sat4	%	%	FALSE	Source	7	7
3037551	s-ca12-5			FALSE	Source	9	7
-1	s-ris9hrs	nmol/l	nmol/l	FALSE	Source	16	12
-1	s-herpessimplexvirus,iggvasta-aineet	eiu	eiu	FALSE	Source	6	6
-1	tst	mmol/l	mmol/l	FALSE	Source	11	6
-1	oma-u-tutk,u-leuk			TRUE	Extracted	23	16
-1	teratozoospermiaindeksi,pt-sper-2osatutkimus			FALSE	Source	9	9
-1	l-blasti-m	%	%	FALSE	Source	7	6
3006315	basofiilit	e9/l	e9/l	FALSE	Source	28	25
-1	s-chtrabg	s/cou	s/cou	FALSE	Source	20	19
-1	u-bakt	u/field	u/field	FALSE	Source	11	10
-1	l-neutrofiilit,sauvatum	%	%	FALSE	Source	7	6
-1	basofiilit,absol.määrä	e9/l	e9/l	FALSE	Source	23	18
-1	lymfosyytit,absol.määrä	e9/l	e9/l	FALSE	Source	25	20
-1	monosyytit,absol.määrä	e9/l	e9/l	FALSE	Source	23	18
-1	eosonofiilit	%	%	FALSE	Source	23	18
-1	trijodityroniini,vapaa,vertailumenetelmä	pmol/l	pmol/l	FALSE	Source	13	13
-1	s-desmetyyliklotsapiini,klotsapiininmetaboliitti	nmol/l	nmol/l	FALSE	Source	15	7
-1	virtsanlieriöt	e6/l	e6/l	FALSE	Source	12	9
3008486	s-t4-vd			TRUE	Extracted	6	6
-1	adalimumabi,seerumista	mg/l	mg/l	FALSE	Source	18	8
-1	p-ca++hoi	mmol/l	mmol/l	FALSE	Source	11	11
-1	stim-max	cpm	cpm	FALSE	Source	20	18
-1	stim-index			FALSE	Source	20	18
-1	stim-taust	cpm	cpm	FALSE	Source	20	18
-1	b-etoh	promille	promille	FALSE	Source	11	11
-1	ns-neutrofiilit			TRUE	Extracted	12	12
-1	ns-eosinofiilit			TRUE	Extracted	12	12
-1	s-bordetellapertussis,igg-vasta-aineet	iu/ml	iu/ml	FALSE	Source	13	11
3021614	fp-rf			FALSE	Source	6	6
3003031	s-gt-cdt	%	%	FALSE	Source	13	6
3015956	l-leukosyytit,eosinofiiliset,mikroskopointi			TRUE	Extracted	29	19
-1	s-bor-abg	u/ml	u/ml	FALSE	Source	25	19
-1	p-tromboplastiiniaika,plasmasta	%	%	FALSE	Source	11	10
-1	-amftulos			FALSE	Source	29	24
3019800	troponiinit(4532p-tnt)	ng/l	ng/l	FALSE	Source	28	26
-1	s-dehydroepiandrosteroni	nmol/l	nmol/l	FALSE	Source	7	6
-1	s-borreliaburgdorferi,igmvasta-aineet	responseequivalent/ml	responseequivalent/ml	FALSE	Source	19	18
-1	prostataspesifinenantigeeni,osatutkimus	ug/l	ug/l	FALSE	Source	6	6
-1	pt-gluk-r1	form	form	FALSE	Source	34	31
-1	beeta2-glykoproteiini-1-iggvasta-aine	u/ml	u/ml	FALSE	Source	8	7
-1	kardiolipiini-iggvasta-aineetplasmasta	u/ml	u/ml	FALSE	Source	7	6
-1	urea	mmol/l	mmol/l	FALSE	Source	10	8
3006245	ly-b-cd19			TRUE	Extracted	6	6
3027831	ly-nk			TRUE	Extracted	6	6
-1	pt3-v	pmol/l	pmol/l	FALSE	Source	12	8
-1	ab-bepika			TRUE	Extracted	10	10
-1	ly-t-cd4.			TRUE	Extracted	10	7
-1	9928aspartaattiaminotransferaasi,plasmasta			TRUE	Extracted	7	6
-1	14248	e9/l	e9/l	FALSE	Source	20	17
-1	s-lepänsiitepöly,igevasta-aineet	u/ml	u/ml	FALSE	Source	15	15
-1	kalsium,ionisoitunut,vieritesti	mmol/l	mmol/l	FALSE	Source	6	6
-1	ureavieri	mmol/l	mmol/l	FALSE	Source	7	7
3041423	s-ssa-60			TRUE	Extracted	9	8
-1	pax5			TRUE	Extracted	15	15
-1	u-proteiini,virtsasta	g/l	g/l	FALSE	Source	7	6
-1	p-alat	umol/l	umol/l	FALSE	Source	23	19
3016976	p-kor/0	nmol/l	nmol/l	FALSE	Source	22	19
-1	p-kor/30	nmol/l	nmol/l	FALSE	Source	20	17
-1	p-kor/60	nmol/l	nmol/l	FALSE	Source	14	14
-1	s-niittyne	u/ml	u/ml	FALSE	Source	9	9
-1	s-norbupr	ug/l	ug/l	FALSE	Source	38	18
-1	cxcl13-komokiinipitoisuus,selkäydinnesta	ng/l	ng/l	FALSE	Source	6	6
-1	proteiini,nivelneste	g/l	g/l	FALSE	Source	6	6
-1	u-trypg2			TRUE	Extracted	9	9
-1	s-soija,igevasta-aineet	u/ml	u/ml	FALSE	Source	10	10
43055246	p-ttr			FALSE	Source	9	8
-1	p-antifaktorix-aktiivisuus	u/ml	u/ml	FALSE	Source	29	14
-1	b-pbnp-vt(viitas.)	ng/l	ng/l	FALSE	Source	10	8
21491868	s-kryopre	g/l	g/l	FALSE	Source	8	8
-1	vb-hkr	osuus	osuus	FALSE	Source	13	12
-1	vb-ca++7.4	mmol/l	mmol/l	FALSE	Source	11	10
-1	vb-ca++	mmol/l	mmol/l	FALSE	Source	13	12
-1	s-tyroksiini,vapaa,dialyysimenetelmä	pmol/l	pmol/l	FALSE	Source	6	6
-1	b-tntpikatesti			TRUE	Extracted	6	6
3011325	s-hivab			TRUE	Extracted	21	21
3031067	s-hivag			TRUE	Extracted	19	19
-1	60mgluk			FALSE	Source	15	15
-1	u-mukon	umol/l	umol/l	FALSE	Source	18	17
3037551	vertca12-5	u/ml	u/ml	FALSE	Source	15	13
-1	pt-lt09			FALSE	Source	11	11
-1	s-genta	mg/l	mg/l	FALSE	Source	49	20
-1	sa-kors	nmol/l	nmol/l	FALSE	Source	45	10
-1	s-w-h:d			TRUE	Extracted	21	20
-1	s-w-h:g.m			TRUE	Extracted	18	16
40764999	p-gfr-kre	ml/min/173m2	ml/min/173m2	FALSE	Source	23	23
-1	b-vnaspi	u	u	FALSE	Source	13	11
-1	pt-papepyy			FALSE	Source	13	12
-1	s-digoksiinipitoisuus	nmol/l	nmol/l	FALSE	Source	15	13
-1	cb-inr-vt			FALSE	Source	103	18
-1	cb-inr-vt			TRUE	Extracted	61	8
3032773	s-emabg	titre	titre	FALSE	Source	13	11
-1	oma-u-tutk,u-eryt			TRUE	Extracted	19	13
-1	af-muutsol	%	%	FALSE	Source	10	10
-1	s-dna,vasta-aineet(natiivi)	iu/ml	iu/ml	FALSE	Source	32	12
3027653	p-mypa			FALSE	Source	15	10
-1	amylaasi,kokonaisaktiivisuus	u/l	u/l	FALSE	Source	8	7
-1	u-lieriöt,osatutkimus	e6/l	e6/l	FALSE	Source	8	7
-1	li-ebvnh	u/ml	u/ml	FALSE	Source	6	6
-1	s-vilj3ry	u/ml	u/ml	FALSE	Source	10	10
-1	s-fx29ryh	u/ml	u/ml	FALSE	Source	9	9
-1	s-androstendioni	nmol/l	nmol/l	FALSE	Source	9	8
3004905	fs-lipaas			TRUE	Extracted	16	16
-1	s-spho3ry	u/ml	u/ml	FALSE	Source	6	6
-1	läheteyleislääkärille			FALSE	Source	16	15
-1	b-hb-oliu			TRUE	Extracted	49	18
-1	proteiinis,plasma	%	%	FALSE	Source	12	12
-1	gt-cdt-ind,p-gt			FALSE	Source	9	7
