id,source,abbreviation,abbreviation_source,name_fi,name_se,unit,source_concept_id,concept_id_omop_grouped
20325,LABfi_HUS,pt-sik,pt-sik,Pt-Sikiön säilytys,NA,NA,NA,NA
20326,LABfi_HUS,s-papuvae,s-papuvae,"S -Valkoinen papu, IgE vasta-aineet",NA,NA,NA,NA
20327,LABfi_HUS,s-oliivie,s-oliivie,"S -Oliivi (musta), IgE vasta-aineet",NA,NA,NA,NA
20328,LABfi_HUS,s-igg-oc,s-igg-oc,"S -Immunoglobuliini G, oligoklonaalinen",NA,NA,NA,NA
20329,LABfi_HUS,-leivinh,-leivinh,"-Leishmania, viljely ja nukleiinihapon osoitus",NA,NA,NA,NA
20330,LABfi_HUS,vb-hbo2,vb-hbo2,"vB-Happikyllästeisyys (hemoglobiinin, osuus kokonais-Hb:sta)",NA,NA,2017000234,3019230
20331,LABfi_HUS,cb-o2sat,cb-o2sat,"cB-Happikyllästeisyys (hemoglobiinin, osuus toiminnallisesta Hb:sta)",NA,NA,2017000236,3022806
20332,LABfi_HUS,vb-hb,vb-hb,vB-Hemoglobiini,NA,NA,2017000237,3004119
20333,LABfi_HUS,mb-hb,mb-hb,mB-Hemoglobiini,NA,NA,NA,NA
20334,LABfi_HUS,zb-hb,zb-hb,zB-Hemoglobiini,NA,NA,2017000238,3007302
20335,LABfi_HUS,vb-hb-co,vb-hb-co,"vB-Hemoglobiini, hiilimonoksidi",NA,NA,2017000239,3010517
20336,LABfi_HUS,mb-hb-co,mb-hb-co,"mB-Hemoglobiini, hiilimonoksidi",NA,NA,NA,NA
20337,LABfi_HUS,zb-hb-co,zb-hb-co,"zB-Hemoglobiini, hiilimonoksidi",NA,NA,2017000240,3034030
20338,LABfi_HUS,vb-hb-met,vb-hb-met,vB-Methemoglobiini,NA,NA,2017000241,3024889
20339,LABfi_HUS,mb-hb-met,mb-hb-met,mB-Methemoglobiini,NA,NA,NA,NA
20340,LABfi_HUS,zb-hb-met,zb-hb-met,zB-Methemoglobiini,NA,NA,2017000243,3031282
20342,LABfi_HUS,mb-hbo2,mb-hbo2,"mB-Happikyllästeisyys (hemoglobiinin, osuus kokonais-Hb:sta)",NA,NA,NA,NA
20343,LABfi_HUS,zb-hbo2,zb-hbo2,"zB-Happikyllästeisyys (hemoglobiinin, osuus kokonais-Hb:sta)",NA,NA,2017000244,3018465
20344,LABfi_HUS,vb-o2-vol%,vb-o2-vol%,"vB-Happi, tilavuusosuus",NA,NA,2017000245,3011648
20345,LABfi_HUS,mb-o2-vol%,mb-o2-vol%,"mB-Happi, tilavuusosuus",NA,NA,NA,NA
20346,LABfi_HUS,zb-o2-vol%,zb-o2-vol%,"zB-Happi, tilavuusosuus",NA,NA,2017000246,3016846
20347,LABfi_HUS,-leisnho,-leisnho,"-Leishmania, nukleiinihappo (kval)",NA,NA,NA,NA
20348,LABfi_HUS,s-htlvjt,s-htlvjt,"S -HTLV, vasta-aineet, jatkotutkimus",NA,NA,NA,NA
20350,LABfi_HUS,s-e222e,s-e222e,"S -Sian seerumialbumiini (e222, natiivi, nSus s), IgE vasta-aineet",NA,NA,NA,NA
20352,LABfi_HUS,pt-eeg-päi,pt-eeg-päi,"Pt-Elektroenkefalografia, päivystystutkimus",NA,NA,NA,NA
20353,LABfi_HUS,pt-ep-et,pt-ep-et,Pudendus-hermon tuntoherätevastetutkimus (Pudendus-SEP),NA,NA,NA,NA
20354,LABfi_HUS,pt-baep-l1,pt-baep-l1,"Pt-Akustinen aivorunkoherätevastetutkimus ( BAEP ), lapsille",NA,NA,NA,NA
20355,LABfi_HUS,pt-enmg-l,pt-enmg-l,"Pt-Botuliinihoito elektromyografia ( EMG) ohjauksessa, lapsille",NA,NA,NA,NA
20356,LABfi_HUS,pt-eeg-lpä,pt-eeg-lpä,"Pt-Elektroenkefalografia, päivystystutkimus lapsille",NA,NA,NA,NA
20357,LABfi_HUS,pt-eeg-mo1,pt-eeg-mo1,"Pt-Elektroenkefalografia,  pitkäaikaisrekisteröinti, monitorointi,  1.  vuorokausi, lapsille",NA,NA,NA,NA
20358,LABfi_HUS,pt-eeg-mo2,pt-eeg-mo2,"Pt-Elektroenkefalografia, Monitorointi, jatkovuorokausi, lapsille",NA,NA,NA,NA
20359,LABfi_HUS,pt-eeg-uni,pt-eeg-uni,"Pt-Elektroenkefalografia ( EEG ), uni, lapsille",NA,NA,NA,NA
20360,LABfi_HUS,pt-eeg-val,pt-eeg-val,"Pt-Elektroenkefalografia ( EEG ), valveilla, lapsille",NA,NA,NA,NA
20361,LABfi_HUS,pt-eneg-l1,pt-eneg-l1,"Pt-Elektroneurografia ( ENG ), yhden ongelman tutkimus lapsille",NA,NA,NA,NA
20362,LABfi_HUS,pt-enmg-l2,pt-enmg-l2,"Pt-Elektroneurografia ( ENMG ), 1-4 hermosegmentin tutkimus lapsille",NA,NA,NA,NA
20363,LABfi_HUS,pt-enmg-l3,pt-enmg-l3,"Pt-Elektroneurografia, usean raajan ja ongelman tutkimus lapsille",NA,NA,NA,NA
20364,LABfi_HUS,pt-iom-l2,pt-iom-l2,Leikkauksenaikainen neurofysiologinen valvonta usealla menetelmällä lapsille,NA,NA,NA,NA
20365,LABfi_HUS,pt-sep-l2,pt-sep-l2,"Somatosensorinen herätevastetutkimus, lisähermo, lapsille",NA,NA,NA,NA
20366,LABfi_HUS,pt-sep-l1,pt-sep-l1,"Somatosensorinen herätevastetutkimus, yksi hermo, lapsille",NA,NA,NA,NA
20367,LABfi_HUS,pt-vep-lk,pt-vep-lk,"Visuaalinen herätevastetutkimus, kokokenttätutkimus lapsille",NA,NA,NA,NA
20368,LABfi_HUS,pt-vep-lf,pt-vep-lf,"Visuaalinen herätevastetutkimus, Flash, lapsille",NA,NA,NA,NA
20370,LABfi_HUS,pt-eeg-vs,pt-eeg-vs,"Pt-Elektroenkefalografia ( EEG ), vastasyntyneen",NA,NA,NA,NA
20371,LABfi_HUS,pt-ekg-l12,pt-ekg-l12,"Elektrogardiografia, lasten kytkentä",NA,NA,NA,NA
20372,LABfi_HUS,pt-eeg-pa,pt-eeg-pa,"Pt-Elektroenkefalografia ( EEG ), erikoistekniikka lapsille",NA,NA,NA,NA
20373,LABfi_HUS,pt-sep-let,pt-sep-let,"Somatosensorinen Pudendus-hermon herätevastetutkimus,erikoistekniikka lapsille",NA,NA,NA,NA
20374,LABfi_HUS,pt-eegaml1,pt-eegaml1,"Pt-Elektroenkefalografia, ambulatorinen pitkäaikaisrekisteröinti, ensimmäinen vuorokausi lapsille",NA,NA,NA,NA
20375,LABfi_HUS,pt-eegaml2,pt-eegaml2,"Elektroenkefalografia, ambulatorinen pitkäaikaisrekisteröinti, jatkovuorokausi lapsille",NA,NA,NA,NA
20376,LABfi_HUS,pt-mslt-l,pt-mslt-l,"Pt-Nukahtamisviivetutkimus ( MSLT ), lapsille",NA,NA,NA,NA
20379,LABfi_HUS,pt-notto-v,pt-notto-v,"Pt-Näytteenottotutkimus, virka-apupyyntö",NA,NA,NA,NA
20381,LABfi_HUS,vb-hetoksi,vb-hetoksi,"vB-HAPPOEMÄSTASE,OKSIMETRIA,ei elektrolyyttejä",NA,NA,NA,NA
20382,LABfi_HUS,s-hiiseee,s-hiiseee,"S -Hiiren seerumiproteiinit, IgE vasta-aineet",NA,NA,NA,NA
20383,LABfi_HUS,s-rotseee,s-rotseee,"S -Rotan seerumiproteiinit, IgE vasta-aineet",NA,NA,NA,NA
20384,LABfi_HUS,s-parsake,s-parsake,"S -Parsakaali, IgE vasta-aineet",NA,NA,NA,NA
20385,LABfi_HUS,s-fx21ryh,s-fx21ryh,"S -Ruoka-aineet (fx21), IgE vasta-aineet",NA,NA,NA,NA
20386,LABfi_HUS,s-kimmyre,s-kimmyre,"S -Kimalaisen myrkky, IgE vasta-aineet",NA,NA,NA,NA
20387,LABfi_HUS,s-vihpipe,s-vihpipe,"S -Viherpippuri, IgE vasta-aineet",NA,NA,NA,NA
20392,LABfi_HUS,s-tx5ryh,s-tx5ryh,"S -Puuryhmä (Tx5), IgE vasta-aineet",NA,NA,NA,NA
20394,LABfi_HUS,du-nag,du-nag,dU-N-asetyyli-beta-D-glukosaminidaasi,NA,NA,NA,NA
20395,LABfi_HUS,s-kamsime,s-kamsime,"S -Kampasimpukka, IgE vasta-aineet",NA,NA,NA,NA
20396,LABfi_HUS,s-simpuke,s-simpuke,"S -Simpukka, IgE vasta-aineet",NA,NA,NA,NA
20397,LABfi_HUS,ts-näyte-p,ts-näyte-p,Ts-Kudospala pakkaseen,NA,NA,NA,NA
20398,LABfi_HUS,s-g214e,s-g214e,"S -rPhl p 7, rPhl p 12(g214,rekombinantti,timotei), IgE vasta-aineet",NA,NA,NA,NA
20399,LABfi_HUS,s-ex2ryh,s-ex2ryh,"S -Eläinryhmä (ex2), IgE vasta-aineet",NA,NA,NA,NA
204,LABfi_HUS,bl-pccagtx,bl-pccagtx,"Bl-Pneumocystis Carinii, antigeenin osoitus",NA,NA,NA,NA
20400,LABfi_HUS,s-katajae,s-katajae,"S -Kataja, IgE vasta-aineet",NA,NA,NA,NA
20401,LABfi_HUS,s-aukusie,s-aukusie,"S -Auringonkukansiemen, IgE vasta-aineet",NA,NA,NA,NA
20402,LABfi_HUS,s-timjame,s-timjame,"S -Timjami, IgE vasta-aineet",NA,NA,NA,NA
20403,LABfi_HUS,b-hlab35,b-hlab35,B -HLA-B 35,NA,NA,NA,NA
20404,LABfi_HUS,b-hladr4,b-hladr4,B -HLA-DRB1 04,NA,NA,NA,NA
20405,LABfi_HUS,b-hladr2,b-hladr2,B -HLA-DRB1 15 ja HLA-DRB1 16,NA,NA,NA,NA
20406,LABfi_HUS,b-hladr1,b-hladr1,B -HLA-DRB1 01,NA,NA,NA,NA
20407,LABfi_HUS,b-hladr15,b-hladr15,B -HLA-DRB1 15,NA,NA,NA,NA
20408,LABfi_HUS,e-rdw,e-rdw,E -Punasolujen kokojakauma,NA,NA,2017000287,3002385
20409,LABfi_HUS,s-fx24ryh,s-fx24ryh,"S -Ruoka-aineet (fx24), IgE vasta-aineet",NA,NA,NA,NA
20410,LABfi_HUS,b-hlalaaj,b-hlalaaj,"B -HLA-taustiassosiaatio, laaja tutkimuspaketti",NA,NA,NA,NA
20411,LABfi_HUS,pt-esopais,pt-esopais,"Pt-Esofaguksen ja kardian painemittaus, sisätautilääkäri",NA,NA,NA,NA
20412,LABfi_HUS,s-fx11ryh,s-fx11ryh,"S -Ruoka-aineet (fx11), IgE vasta-aineet",NA,NA,NA,NA
20413,LABfi_HUS,s-fx13ryh,s-fx13ryh,"S -Ruoka-aineet (fx13), IgE vasta-aineet",NA,NA,NA,NA
20415,LABfi_HUS,s-fx16ryh,s-fx16ryh,"S -Ruoka-aineet (fx16), IgE vasta-aineet",NA,NA,NA,NA
20416,LABfi_HUS,e-rdw-sd,e-rdw-sd,E -RDW-SD,NA,NA,2017000290,3002385
20417,LABfi_HUS,s-fx12ryh,s-fx12ryh,"S -Ruoka-aineet (fx12), IgE vasta-aineet",NA,NA,NA,NA
20419,LABfi_HUS,pt-aiv-pet,pt-aiv-pet,Pt-Aivojen aineenvaihdunnan PET-TT (AA5DR),NA,NA,NA,NA
20420,LABfi_HUS,pt-syd-pet,pt-syd-pet,Pt-Sydänlihaksen aineenvaihdunnan laaja PET-TT (FM1JR),NA,NA,NA,NA
20422,LABfi_HUS,s-jausave,s-jausave,"S -Jauhosavikka, IgE vasta-aineet",NA,NA,NA,NA
20423,LABfi_HUS,s-kulpiie,s-kulpiie,"S -Kultapiisku, IgE vasta-aineet",NA,NA,NA,NA
20424,LABfi_HUS,s-nokkone,s-nokkone,"S -Nokkonen, IgE vasta-aineet",NA,NA,NA,NA
20425,LABfi_HUS,-cdt,-cdt,-Desialotransferriini,NA,NA,2017000293,3025059
20426,LABfi_HUS,-transf,-transf,-Transferriini,NA,NA,2017000295,3004789
20428,LABfi_HUS,pt-fnab,pt-fnab,Pt-Ohutneulabiopsia,NA,NA,NA,NA
20429,LABfi_HUS,s-ro214e,s-ro214e,"S -CCD,MUXF3 from bromelin (Ro214), IgE vasta-aineet",NA,NA,NA,NA
20430,LABfi_HUS,s-teee,s-teee,"S -Tee, IgE vasta-aineet",NA,NA,NA,NA
20431,LABfi_HUS,s-persime,s-persime,"S -Persimoni, IgE vasta-aineet",NA,NA,NA,NA
20434,LABfi_HUS,s-sardiie,s-sardiie,"S -Sardiini, IgE vasta-aineet",NA,NA,NA,NA
20435,LABfi_HUS,s-surtoue,s-surtoue,"S -Surviaissääsken toukka, IgE vasta-aineet",NA,NA,NA,NA
20436,LABfi_HUS,s-fx29ryh,s-fx29ryh,"S -Hedelmäryhmä (fx29), IgE vasta-aineet",NA,NA,NA,NA
20437,LABfi_HUS,s-lehsale,s-lehsale,"S -Lehtisalaatti, IgE vasta-aineet",NA,NA,NA,NA
20438,LABfi_HUS,s-saarnie,s-saarnie,"S -Saarni, IgE vasta-aineet",NA,NA,NA,NA
20439,LABfi_HUS,ex-ecp-o,ex-ecp-o,"Ex-Eosinofiilisten ganulosyyttien kationinen proteiini, osoitus",NA,NA,NA,NA
2044,LABfi_HUS,du-17kgs,du-17kgs,dU-Ketogeeniset steroidit (17-),NA,NA,NA,NA
20440,LABfi_HUS,s-tragane,s-tragane,"S -Tragantti, IgE vasta-aineet",NA,NA,NA,NA
20441,LABfi_HUS,s-ex73ryh,s-ex73ryh,"S -Höyhenseos (ex73), IgE vasta-aineet",NA,NA,NA,NA
20443,LABfi_HUS,pt-konsun2,pt-konsun2,"Lausunto neurofysiologisesta tutkimuksesta, suppea",NA,NA,NA,NA
20444,LABfi_HUS,pt-konsun3,pt-konsun3,"Lausunto neurofysiologisesta tutkimuksesta, laaja",NA,NA,NA,NA
20445,LABfi_HUS,s-kikhere,s-kikhere,"S -Kikherne, IgE vasta-aineet",NA,NA,NA,NA
20446,LABfi_HUS,s-puuvsie,s-puuvsie,"S -Puuvillansiemen, IgE vasta-aineet",NA,NA,NA,NA
20447,LABfi_HUS,s-fx14ryh,s-fx14ryh,"S -Ruoka-aineet (fx14), IgE vasta-aineet",NA,NA,NA,NA
20449,LABfi_HUS,s-tygl-va,s-tygl-va,"S -Tyreoglobuliini, vasta-aineet, osatutkimus",NA,NA,NA,NA
20450,LABfi_HUS,s-iga-puut,s-iga-puut,S -IgA-puutostutkimus,NA,NA,NA,NA
20451,LABfi_HUS,s-leukcdc,s-leukcdc,"S -Valkosoluvasta-aineseulonta, CDC",NA,NA,NA,NA
20452,LABfi_HUS,s-leuksp,s-leuksp,"S -Valkosoluvasta-aineseulonta, SP",NA,NA,NA,NA
20453,LABfi_HUS,s-leuklk1,s-leuklk1,"S -Valkosoluvasta-ainespesifiteetti, HLA-luokka I",NA,NA,NA,NA
20454,LABfi_HUS,s-leuklk2,s-leuklk2,"S -Valkosoluvasta-ainespesifiteetti, HLA-luokka II",NA,NA,NA,NA
20455,LABfi_HUS,s-leukll1,s-leukll1,"S -valkosoluvasta-ainespesifiteetti, laajennettu HLA-luokka I",NA,NA,NA,NA
20456,LABfi_HUS,s-leukll2,s-leukll2,"S -valkosoluvasta-ainespesifiteetti, laajennettu HLA-luokka II",NA,NA,NA,NA
20457,LABfi_HUS,s-iivae,s-iivae,"S -Iiva, IgE vasta-aineet",NA,NA,NA,NA
20458,LABfi_HUS,s-fx23ryh,s-fx23ryh,"S -Ruoka-aineet (fx23), IgE vasta-aineet",NA,NA,NA,NA
20459,LABfi_HUS,b-hpa-15,b-hpa-15,"B -Trombosyyttien alloantigeenityypitys, HPA-15",NA,NA,NA,NA
2046,LABfi_HUS,du-17ks,du-17ks,dU-Ketosteroidit (17-),NA,NA,NA,NA
20461,LABfi_HUS,pt-aktig-p,pt-aktig-p,"Pt-Liikeaktiviteettirekisteröinti, aktigrafia, useita vuorokausia",NA,NA,NA,NA
20462,LABfi_HUS,s-hbsagct,s-hbsagct,"S -Hepatiitti B-virus, s-antigeeni, varmistustesti",NA,NA,NA,NA
20464,LABfi_HUS,b-sekvy-d,b-sekvy-d,B -Yksittäisen tunnetun mutaation sekvensointitutkimus,NA,NA,NA,NA
20465,LABfi_HUS,-lisämak,-lisämak,Lisämaksu erikoistutkimuksesta tai tutkimuksen pystytyksestä,NA,NA,NA,NA
20466,LABfi_HUS,ly-tbspota,ly-tbspota,"Ly-M. tuberculosis -herkistyneet lymfosyytit, gammainterferoni, ELISPOT, peptidiseos A",NA,NA,NA,NA
20467,LABfi_HUS,ly-tbspotb,ly-tbspotb,"Ly-M. tuberculosis -herkistyneet lymfosyytit, gammainterferoni, ELISPOT, peptidiseos B",NA,NA,NA,NA
20468,LABfi_HUS,ly-tbspppd,ly-tbspppd,"Ly-M. tuberculosis -herkistyneet lymfosyytit, gammainterferoni, ELISPOT, puhdistettu proteiiniderivaatti",NA,NA,NA,NA
20469,LABfi_HUS,s-fx9ryh,s-fx9ryh,"S -Ruoka-aineet (fx9), IgE vasta-aineet",NA,NA,NA,NA
20471,LABfi_HUS,s-chlorhe,s-chlorhe,"S -Chlorhexidine, IgE vasta-aineet",NA,NA,NA,NA
20472,LABfi_HUS,b-vkorc1,b-vkorc1,"B -Vitamiini-K-epoksidi reduktaasi kompleksi, alayksikkö 1, VKORC1-geenin nukleotidivariaatioiden DNA-tutkimus",NA,NA,NA,NA
20473,LABfi_HUS,b-cyp2c9,b-cyp2c9,"B -Sytokromi P450 -entsyymi, CYP2C9-geenin nukleotidivariaatioiden DNA-tutkimus",NA,NA,NA,NA
20474,LABfi_HUS,dna-ex-p,dna-ex-p,DNA-eristys (Molekyylipatologia),NA,NA,NA,NA
20476,LABfi_HUS,p-haptog,p-haptog,P -Haptoglobiini,NA,NA,2017000332,3012336
20477,LABfi_HUS,b-brcasml1,b-brcasml1,B -Perinnöllisen rintasyöpäalttiuden BRCA1/2-deleetioiden seulontatutkimus MLPA-I,NA,NA,NA,NA
20478,LABfi_HUS,b-brcasml2,b-brcasml2,Perinnöllisen rintasyöpäalttiuden BRCA1/2-deleetioiden seulontatutkimus MLPA-II,NA,NA,NA,NA
20479,LABfi_HUS,u-osmole,u-osmole,"U -Osmolaliteetti, estimoitu",NA,NA,2017000334,3026782
20480,LABfi_HUS,s-punkame,s-punkame,"S -Punakampela, IgE vasta-aineet",NA,NA,NA,NA
20481,LABfi_HUS,s-tx1ryh,s-tx1ryh,"S -Puuryhmä (tx1), IgE vasta-aineet",NA,NA,NA,NA
20482,LABfi_HUS,b-varfa,b-varfa,B -Varfariini,NA,NA,NA,NA
20484,LABfi_HUS,pt-vaattee,pt-vaattee,Pt-Vaatteet,NA,NA,NA,NA
20485,LABfi_HUS,ts-td-d,ts-td-d,"Ts-Tanatoforinen dysplasia, FGFR3-geenin yleisimpien mutaatioiden tutkimus kudosnäytteestä",NA,NA,NA,NA
20487,LABfi_HUS,b-mks1-d,b-mks1-d,"B -Meckelin oireyhtymä, MKS1-geenin valtamutaation DNA-tutkimus",NA,NA,NA,NA
20488,LABfi_HUS,ts-mks1-d,ts-mks1-d,"Ts-Meckelin oireyhtymä, MKS1-geenin valtamutaation DNA-tutkimus",NA,NA,NA,NA
20489,LABfi_HUS,b-hyls1-d,b-hyls1-d,"B -Hydroletalus-oireyhtymä, HYLS1-geenin valtamutaation DNA-tutkimus",NA,NA,NA,NA
20490,LABfi_HUS,ts-hyls1-d,ts-hyls1-d,"Ts-Hydroletalus-oireyhtymä, HYLS1-geenin valtamutaation DNA-tutkimus",NA,NA,NA,NA
20492,LABfi_HUS,s-pappce,s-pappce,"S -Para-aminofenyylifosforylkoliini, IgE vasta-aineet",NA,NA,NA,NA
20493,LABfi_HUS,s-leherae,s-leherae,"S -Lehmänhera, IgE vasta-aineet",NA,NA,NA,NA
20494,LABfi_HUS,t-gp v,t-gp v,T -Glykoproteiini V,NA,NA,NA,NA
20495,LABfi_HUS,s-f296e,s-f296e,"S -Johanneksenleipäpuun hedelmä, IgE vasta-aineet",NA,NA,NA,NA
20497,LABfi_HUS,-hhpvdna,-hhpvdna,-HPV hoidon jälkeen,NA,NA,NA,NA
20498,LABfi_HUS,ab-o2sat3,ab-o2sat3,aB-Happisaturaatio 3,NA,NA,NA,NA
20499,LABfi_HUS,s-grelabe,s-grelabe,"S -Greer Labs Inc. (h1), IgE vasta-aineet",NA,NA,NA,NA
20500,LABfi_HUS,s-tulimue,s-tulimue,"S -Tulimuurahainen, IgE vasta-aineet",NA,NA,NA,NA
20501,LABfi_HUS,s-daphnie,s-daphnie,"S -Daphnia (kalanruoka), IgE vasta-aineet",NA,NA,NA,NA
20503,LABfi_HUS,u-kr/krea,u-kr/krea,U -Kreatiini/Kreatiniini-suhde,NA,NA,NA,NA
20504,LABfi_HUS,s-stentae,s-stentae,"S -Staphylococcal entrotoxin A, IgE vasta-aineet",NA,NA,NA,NA
20505,LABfi_HUS,s-stentbe,s-stentbe,"S -Staphylococcal enterotoxin B, IgE vasta-aineet",NA,NA,NA,NA
20506,LABfi_HUS,s-stentce,s-stentce,"S -Staphylococcal enterotoxin C, IgE vasta-aineet",NA,NA,NA,NA
20507,LABfi_HUS,s-heikaue,s-heikaue,"S -Heinäkaura, IgE vasta-aineet",NA,NA,NA,NA
20508,LABfi_HUS,s-fx19ryh,s-fx19ryh,"S -Ruoka-aineet(fx19),IgE vasta-aineet",NA,NA,NA,NA
20509,LABfi_HUS,pt-hajukyn,pt-hajukyn,Pt-Hajukynnys,NA,NA,NA,NA
20510,LABfi_HUS,s-fx17ryh,s-fx17ryh,"S -Ruoka-aineet(fx17),IgE vasta-aineet",NA,NA,NA,NA
20512,LABfi_HUS,d-kardab,d-kardab,"D -Kardiolipiini, vasta-aineet (VDRL) (elimenluotuttajasta)",NA,NA,NA,NA
20513,LABfi_HUS,d-tpha,d-tpha,"D -Treponema pallidum, hemagglutinaatio (elimenluovuttajasta)",NA,NA,NA,NA
20515,LABfi_HUS,s-maksaab,s-maksaab,"S -Maksan autovasta-aineet, immunoblotting-tutkimus",NA,NA,NA,NA
20516,LABfi_HUS,s-pdhab-o,s-pdhab-o,"S -Pyruvaattidehydrogenaasi, vasta-aineet",NA,NA,NA,NA
20517,LABfi_HUS,s-lkmab-o,s-lkmab-o,"S -Maksamunuaismikrosomi-1, vasta-aineet",NA,NA,NA,NA
20518,LABfi_HUS,s-lc1ab-o,s-lc1ab-o,"S -Maksan sytosoliantigeeni-1, vasta-aineet (Liver cytosolic antigen-1",NA,NA,NA,NA
20519,LABfi_HUS,s-slaab-o,s-slaab-o,"S -Liukoinen maksa-antigeeni (SLA/LP, soluble liver antigen/liver-pancreas antigen), vasta-aineet, kval",NA,NA,NA,NA
20520,LABfi_HUS,s-gd1aabg,s-gd1aabg,"S -Gangliosidi GD1a, IgG vasta-aineet",NA,NA,NA,NA
20521,LABfi_HUS,s-gd1aabm,s-gd1aabm,"S -Gangliosidi GD1a, IgM vasta-aineet",NA,NA,NA,NA
20522,LABfi_HUS,s-gq1babg,s-gq1babg,"S -Gangliosidi GQ1b, IgG vasta-aineet",NA,NA,NA,NA
20523,LABfi_HUS,s-gq1babm,s-gq1babm,"S -Gangliosidi GQ1b, IgM vasta-aineet",NA,NA,NA,NA
20524,LABfi_HUS,u-levyep,u-levyep,U -Levyepiteelisolut,NA,NA,2017000349,3029879
20525,LABfi_HUS,u-pienep,u-pienep,U -Pienet epiteelisolut,NA,NA,2017000350,3030306
20526,LABfi_HUS,p-apot,p-apot,"P -Lipoproteiinit, apo A1 ja apo B",NA,NA,NA,NA
20528,LABfi_HUS,d-hiv1nh,d-hiv1nh,"D -HI virus 1, nukleiinihappo (kvant) (elimenluovuttajasta)",NA,NA,NA,NA
20529,LABfi_HUS,d-hbvnh,d-hbvnh,"D -Hepatiitti B-virus, nukleiinihappo (kvant) (elimenluovuttajasta)",NA,NA,NA,NA
20530,LABfi_HUS,d-hcvnh,d-hcvnh,"D -Hepatiitti C-virus, nukleiinihappo (kvant) (elimenluovuttajasta)",NA,NA,NA,NA
20531,LABfi_HUS,pt-papalbc,pt-papalbc,"Pt-Nestepapa, Thinprep",NA,NA,NA,NA
20532,LABfi_HUS,b-brca-d,b-brca-d,"B -Periytyvä rinta- ja munasarjasyöpäalttius, BRCA1- ja BRCA2-geenien suomalaisten mutaatioiden tutkimus, verestä",NA,NA,NA,NA
20533,LABfi_HUS,ts-brca-d,ts-brca-d,"Ts -Periytyvä rinta- ja munasarjasyöpäalttius, BRCA1- ja BRCA2-geenien suomalaisten mutaatioiden tutkimus, kudoksesta",NA,NA,NA,NA
20534,LABfi_HUS,b-brcay-d,b-brcay-d,"B -Periytyvä rintasyöpäalttius, Brca1- tai Brca2-geenin yksittäisen mutaation DNA-tutkimus",NA,NA,NA,NA
20535,LABfi_HUS,s-lammaie,s-lammaie,"S -Lampaanmaito,IgE vasta-aineet",NA,NA,NA,NA
20536,LABfi_HUS,-h-ind,-h-ind,Hemolyysi-indeksi,NA,NA,2017000356,3052851
20537,LABfi_HUS,-l-ind,-l-ind,Lipemia-indeksi,NA,NA,2017000357,3051611
20538,LABfi_HUS,-i-ind,-i-ind,Ikteerisyysindeksi,NA,NA,2017000358,3051651
20539,LABfi_HUS,p-urarasb,p-urarasb,"P -Uraatti, rasburikaasihoito",NA,NA,NA,NA
20540,LABfi_HUS,pt-meg-etj,pt-meg-etj,Pt-MEG jatkokartoitus,NA,NA,NA,NA
20542,LABfi_HUS,se-virts-o,se-virts-o,Se-Virtsan osoitus,NA,NA,NA,NA
20543,LABfi_HUS,-transex,-transex,Af-Transsudaatin ja eksudaatin erotus,NA,NA,NA,NA
20553,LABfi_HUS,s-kyyhkyg,s-kyyhkyg,"S -Kyyhky (seerumiproteiinit, höyhenet ja ulosteet), IgG vasta-aineet",NA,NA,NA,NA
20554,LABfi_HUS,s-papukag,s-papukag,"S -Papukaija (seerumiproteiinit, höyhenet ja ulosteet), IgG vasta-aineet",NA,NA,NA,NA
20555,LABfi_HUS,f-cldity,f-cldity,"F -Clostridium difficile, kannan tyypitys",NA,NA,NA,NA
20557,LABfi_HUS,s-fgf23,s-fgf23,S -Fibroblastikasvutekijä-23,NA,NA,NA,NA
20559,LABfi_HUS,s-qfevjt,s-qfevjt,S -Coxiella burnetii,NA,NA,NA,NA
20561,LABfi_HUS,-imm-ong,-imm-ong,Immunologisiin määrityksiin vaikuttavien häiriötekijöiden selvitys,NA,NA,NA,NA
20562,LABfi_HUS,b-trmulti,b-trmulti,"B -Trombosyytit, aggregaatio Multiplate-laitteella kokoverestä",NA,NA,NA,NA
20563,LABfi_HUS,b-ristoh,b-ristoh,B -Ristosetiini,NA,NA,NA,NA
20564,LABfi_HUS,b-adp,b-adp,B -Adenosiini difosfaatti,NA,NA,NA,NA
20565,LABfi_HUS,b-aspi,b-aspi,B -Arakidonihappo,NA,NA,NA,NA
20566,LABfi_HUS,b-trap,b-trap,B -Trombiini-reseptoria aktivoiva peptidi,NA,NA,NA,NA
20567,LABfi_HUS,u-ominp-h,u-ominp-h,U -Virtsan ominaispaino huumemäärityksissä,NA,NA,2017000368,3019150
20570,LABfi_HUS,pt-notto-y,pt-notto-y,"Pt-Näytteenotto, yksityispotilas, sis. toimitusmaksun",NA,NA,NA,NA
20577,LABfi_HUS,p-fxiii.,p-fxiii.,"P -Hyytymistekijä XIII, plasmasta",NA,NA,NA,NA
20579,LABfi_HUS,p-vwfrco.,p-vwfrco.,"P -von Willebrand-tekijä, ristosetiinikofaktori, plasmasta",NA,NA,NA,NA
20580,LABfi_HUS,pt-rr-pa1,pt-rr-pa1,"Pt-Verenpaine, pitkäaikaisrekisteröinti 24h, ilman lausuntoa",NA,NA,NA,NA
20581,LABfi_HUS,vekapak1,vekapak1,"Verikaasupaketti 1, osastot",NA,NA,NA,NA
