group_id	TEST_NAME	UNIT	n	p_missing	deciles	LongName	prefix_meaning	suffix_meaning	group_path	has_component	has_property	has_time_aspect	has_system	has_scale_type	has_method	is_panel
110	b-cd3		204	71.57			Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive cells		Point in time (spot)	Blood	Nar	Flow cytometry (FC)	FALSE
110	b-cd34	e6/l	193	0	[5.27, 13.75, 20.31, 28.86, 37.69, 50.47, 63.07, 93.98, 156.93]		Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD34 positive cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-cd34		27	29.63			Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD34 positive cells		Point in time (spot)	Blood	Nar	Flow cytometry (FC)	FALSE
110	b-cd4	e6/l	3893	0	[134.07, 213.38, 284.14, 381.8, 505.45, 647.7, 819.98, 1038.04, 1335.05]		Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-cd4	e9/l	2870	0.59	[0.14, 0.2, 0.25, 0.32, 0.4, 0.51, 0.63, 0.8, 1.07]		Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-cd4		172	66.28			Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive cells		Point in time (spot)	Blood	Nar	Flow cytometry (FC)	FALSE
110	b-cd8	e6/l	3892	0	[117.75, 200.41, 277.17, 351.98, 433.16, 541.85, 672.5, 850.74, 1214.03]		Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-cd8	e9/l	2870	0.59	[0.11, 0.16, 0.23, 0.29, 0.36, 0.46, 0.57, 0.73, 1]		Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-cd8		172	66.28			Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive cells		Point in time (spot)	Blood	Nar	Flow cytometry (FC)	FALSE
110	b-lcd34	e6/l	251	0	[3, 7.11, 11.11, 14.14, 17.55, 23.82, 31.86, 44, 64.2]	B -Leukosyytit, CD34 alaluokka	Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD34 positive cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-lcd34	e9/l	475	0	[0, 0.01, 0.02, 0.03, 0.03, 0.04, 0.06, 0.09, 0.13]	B -Leukosyytit, CD34 alaluokka	Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD34 positive cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-lcd34		66	100		B -Leukosyytit, CD34 alaluokka	Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD34 positive cells		Point in time (spot)	Blood	Nar	Flow cytometry (FC)	FALSE
110	b-lycd4		496	100		B -Lymfosyytti CD4-alaluokka	Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive cells/Lymphocytes		Point in time (spot)	Blood	Nar	Flow cytometry (FC)	FALSE
110	b-t-cd3	e6/l	1174	0			Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive T-cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-t-cd3	e9/l	2692	0			Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive T-cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-t-cd3		304	81.91			Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive T-cells		Point in time (spot)	Blood	Nar	Flow cytometry (FC)	FALSE
110	b-t-cd4	e6/l	1609	0	[168.06, 247.56, 335.09, 433.05, 551.26, 672.04, 816.88, 957.34, 1254.62]		Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-t-cd4	e9/l	6105	0	[0.16, 0.25, 0.34, 0.43, 0.52, 0.64, 0.79, 0.96, 1.28]		Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-t-cd4		475	69.89	[0.2, 0.26, 0.34, 0.42, 0.55, 0.68, 0.8, 0.95, 1.29]		Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-t-cd8	e6/l	1174	0	[141.94, 210.82, 289.62, 366.11, 450.98, 530.13, 639.55, 796.16, 1179.47]		Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive T-cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-t-cd8	e9/l	2753	0	[0.14, 0.21, 0.27, 0.35, 0.43, 0.52, 0.65, 0.83, 1.1]		Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive T-cells	Number Concentration	Point in time (spot)	Blood	Qn	Flow cytometry (FC)	FALSE
110	b-t-cd8		311	79.42			Blood		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive T-cells		Point in time (spot)	Blood	Nar	Flow cytometry (FC)	FALSE
110	bl-cd4/cd8	form	42	100			Bronchoalveolar lavage		2.1.2.2.2.1.2.2.1.1.2.1	CD4/CD8	Ratio	Point in time (spot)	Bronchoalveolar lavage	Nar	Flow cytometry (FC)	FALSE
110	bl-cd4/cd8		91	100			Bronchoalveolar lavage		2.1.2.2.2.1.2.2.1.1.2.1	CD4/CD8	Ratio	Point in time (spot)	Bronchoalveolar lavage	Nar	Flow cytometry (FC)	FALSE
110	cd4/cd8		3940	0.23	[0.29, 0.47, 0.68, 0.91, 1.2, 1.57, 1.94, 2.45, 3.26]				2.1.2.2.2.1.2.2.1.1.2.1	CD4/CD8	Ratio	Point in time (spot)		Qn	Flow cytometry (FC)	FALSE
110	l-cd34	%	481	0	[0.05, 0.08, 0.1, 0.13, 0.16, 0.2, 0.25, 0.32, 0.61]		Leukocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD34 positive cells/Leukocytes	Number Fraction	Point in time (spot)	Leukocyte	Qn	Flow cytometry (FC)	FALSE
110	l-cd34		41	100			Leukocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD34 positive cells/Leukocytes		Point in time (spot)	Leukocyte	Nar	Flow cytometry (FC)	FALSE
110	la-cd34	e6/kg	156	0	[0.6, 0.9, 1.18, 1.41, 1.69, 2.1, 2.53, 3.4, 4.94]				2.1.2.2.2.1.2.2.1.1.2.1	CD34 positive cells	Number to Mass Ratio	Point in time (spot)	^Patient	Qn	Flow cytometry (FC)	FALSE
110	la-cd34	e9/l	393	0	[0.41, 0.56, 0.72, 0.84, 1.03, 1.27, 1.77, 2.36, 3.2]				2.1.2.2.2.1.2.2.1.1.2.1	CD34 positive cells	Number Concentration	Point in time (spot)		Qn	Flow cytometry (FC)	FALSE
110	la-cd34-ks		395	100					2.1.2.2.2.1.2.2.1.1.2.1	CD34 positive cells		Point in time (spot)		Nar	Flow cytometry (FC)	FALSE
110	la-cd34-os	%	393	0	[0.22, 0.3, 0.39, 0.49, 0.59, 0.69, 0.84, 1.12, 1.67]				2.1.2.2.2.1.2.2.1.1.2.1	CD34 positive cells	Number Fraction	Point in time (spot)		Qn	Flow cytometry (FC)	FALSE
110	la-t-cd3	e9/l	149	0					2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive T-cells	Number Concentration	Point in time (spot)		Qn	Flow cytometry (FC)	FALSE
110	la-t-cd3		6	16.67					2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive T-cells		Point in time (spot)		Nar	Flow cytometry (FC)	FALSE
110	la-t-cd4	e9/l	149	0					2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells	Number Concentration	Point in time (spot)		Qn	Flow cytometry (FC)	FALSE
110	la-t-cd4		6	16.67					2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells		Point in time (spot)		Nar	Flow cytometry (FC)	FALSE
110	la-t-cd8	e9/l	149	0					2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive T-cells	Number Concentration	Point in time (spot)		Qn	Flow cytometry (FC)	FALSE
110	la-t-cd8		6	16.67					2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive T-cells		Point in time (spot)		Nar	Flow cytometry (FC)	FALSE
110	ly-b-cd19	%	1504	0	[0, 0, 0.45, 2.91, 5.54, 7.86, 10.24, 13.34, 18.94]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD19 positive B-cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-b-cd19		950	99.05			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD19 positive B-cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-cd16/56	%	3462	0.49	[5.28, 8.01, 10.25, 12.46, 15.08, 18.07, 21.55, 26.37, 33.4]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD16+CD56 positive cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd16/56		107	86.92			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD16+CD56 positive cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-cd16/cd56	%	262	0	[5.52, 8.16, 10.06, 12.71, 14.93, 17.65, 20.63, 27.5, 36.58]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD16+CD56 positive cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd16/cd56		15	100			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD16+CD56 positive cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-cd19	%	3462	0.49	[0, 0, 1.17, 3.24, 5.55, 8.08, 10.86, 14.11, 20.27]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD19 positive cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd19		107	85.98			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD19 positive cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-cd19-b	%	2507	0	[0, 0, 1, 3.95, 7.56, 10.5, 13.61, 17.58, 25.6]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD19 positive B-cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd19-b		19	100			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD19 positive B-cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-cd3	%	3726	0.46	[52.12, 61.25, 67.07, 71.15, 74.98, 78.39, 81.66, 85.36, 89.48]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd3		122	87.7			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-cd4	%	3726	0.46	[16.32, 22.56, 27.91, 32.59, 37.02, 41.75, 46.47, 51.76, 58.99]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd4		122	87.7			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-cd4+8+	%	41	41.46			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4+CD8+ cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd4+8+		75	100			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4+CD8+ cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-cd4-8-	%	207	8.21	[7, 8, 8, 8.88, 9.82, 10.9, 12, 14, 16]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4-CD8- cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd4-8-		77	100			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4-CD8- cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-cd4-t	%	4576	0	[15.23, 21.8, 27.31, 31.42, 35.47, 39.26, 43.26, 48.23, 54.7]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd4-t		170	22.94	[17.53, 21.58, 24.78, 29.15, 33.2, 38.25, 41.67, 47.37, 52.57]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd4/cd8		2752	4.18	[0.37, 0.55, 0.75, 0.96, 1.18, 1.48, 1.83, 2.29, 3.23]	Ly-Auttaja- ja tappajasolujen suhde, immunofenotyypitys	Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4/CD8	Ratio	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd4/cd8suhde		278	5.4	[0.5, 0.76, 1.02, 1.29, 1.66, 1.95, 2.26, 2.73, 3.97]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4/CD8	Ratio	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd8	%	3725	0.46	[14.46, 19.13, 22.75, 26.46, 30.35, 34.98, 40.06, 46.74, 56.02]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-cd8		122	87.7			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-t-cd3	%	3926	0	[56.23, 64.92, 70.33, 74.35, 77.57, 80.54, 84.02, 87.72, 92.04]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive T-cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-t-cd3		264	98.48			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive T-cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-t-cd4	%	2006	0	[18.72, 24.57, 29.84, 34.47, 38.67, 43.22, 47.75, 52.18, 58.04]	Ly-Lymfosyytit, T-auttajasolujen osuus	Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-t-cd4		3875	99.92		Ly-Lymfosyytit, T-auttajasolujen osuus	Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-t-cd4.	%	1462	0	[18.57, 26.32, 32.42, 36.77, 41.27, 46.47, 51.47, 56.35, 63.05]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-t-cd4.		36	72.22			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-t-cd4/8	ratio	1816	0	[0.6, 0.8, 0.99, 1.23, 1.56, 1.85, 2.06, 2.47, 3.19]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4/CD8	Ratio	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-t-cd4/8		224	100	[0.48, 0.79, 1.06, 1.31, 1.55, 1.83, 2.13, 2.62, 3.69]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4/CD8	Ratio	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-t-cd8	%	2895	0	[14.95, 19.45, 23.24, 27.01, 30.29, 33.79, 38.05, 43.59, 52.29]	Ly-Lymfosyytit, T-estäjäsolujen osuus	Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive T-cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-t-cd8		245	99.59		Ly-Lymfosyytit, T-estäjäsolujen osuus	Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive T-cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	ly-tcd4/8.		2179	0.83	[0.48, 0.75, 1, 1.21, 1.42, 1.69, 2, 2.51, 3.27]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD4/CD8	Ratio	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-tt-cd8	%	1219	0	[13.33, 17.86, 21.01, 24.35, 28, 31.32, 36.22, 42.56, 52.88]		Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive T-cells/Lymphocytes	Number Fraction	Point in time (spot)	Lymphocyte	Qn	Flow cytometry (FC)	FALSE
110	ly-tt-cd8		5	40			Lymphocyte		2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive T-cells/Lymphocytes		Point in time (spot)	Lymphocyte	Nar	Flow cytometry (FC)	FALSE
110	s-gt-cdt	%	13	0			Serum		2.1.2.2.2.1.2.2.1.1.2.1	Carbohydrate deficient transferrin/Transferrin	Mass Fraction	Point in time (spot)	Serum	Qn		FALSE
110	s-gt-cdt		2807	3.35	[2.6, 2.87, 3.04, 3.25, 3.47, 3.7, 3.96, 4.27, 4.86]		Serum		2.1.2.2.2.1.2.2.1.1.2.1	Carbohydrate deficient transferrin/Transferrin	Mass Fraction	Point in time (spot)	Serum	Qn		FALSE
110	so-t-cd3	%	149	0	[16.66, 19.73, 21.87, 23.49, 24.84, 27.82, 29.85, 33.41, 49.51]				2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive T-cells	Number Fraction	Point in time (spot)		Qn	Flow cytometry (FC)	FALSE
110	so-t-cd3		6	16.67					2.1.2.2.2.1.2.2.1.1.2.1	CD3 positive T-cells		Point in time (spot)		Nar	Flow cytometry (FC)	FALSE
110	so-t-cd4	%	149	0	[9.42, 10.93, 12.3, 13.53, 14.67, 15.99, 17.4, 19.67, 23.42]				2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells	Number Fraction	Point in time (spot)		Qn	Flow cytometry (FC)	FALSE
110	so-t-cd4		6	16.67					2.1.2.2.2.1.2.2.1.1.2.1	CD4 positive T-cells		Point in time (spot)		Nar	Flow cytometry (FC)	FALSE
110	so-t-cd8	%	149	0	[5.87, 7, 7.83, 8.57, 9.8, 10.57, 12.18, 14.02, 21.4]				2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive T-cells	Number Fraction	Point in in time (spot)		Qn	Flow cytometry (FC)	FALSE
110	so-t-cd8		6	16.67					2.1.2.2.2.1.2.2.1.1.2.1	CD8 positive T-cells		Point in time (spot)		Nar	Flow cytometry (FC)	FALSE
111	-c19agvt		139	100					2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-covidjt		396	100					2.1.2.2.2.1.2.2.1.1.2.2.1					Nar		FALSE
111	-cv19ag	%	13	0		COVID-19-koronavirustauti, antigeeni			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag	e12/l	7	0		COVID-19-koronavirustauti, antigeeni			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag	e9/l	19	0		COVID-19-koronavirustauti, antigeeni			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag	fl	8	0		COVID-19-koronavirustauti, antigeeni			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag	g/l	15	0		COVID-19-koronavirustauti, antigeeni			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag	mmol/l	25	0		COVID-19-koronavirustauti, antigeeni			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag	pg	8	0		COVID-19-koronavirustauti, antigeeni			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag	u/l	5	0		COVID-19-koronavirustauti, antigeeni			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag	ug/l	6	0		COVID-19-koronavirustauti, antigeeni			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag	umol/l	6	0		COVID-19-koronavirustauti, antigeeni			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag		11991	99.09		COVID-19-koronavirustauti, antigeeni			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag0		3845	100		Panbio COVID-19 Ag Rapid Test, Abbott Rapid Diagnostics			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag1		504	100		Flowflex SARS-CoV-2 Antigen rapid test, ACON Laboratories, Inc			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag2		204	100		mariPOC SARS-CoV-2, ArcDia International Ltd			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag3		270	100		mariPOC Quick Flu+ , ArcDia International Ltd			2.1.2.2.2.1.2.2.1.1.2.2.1							TRUE
111	-cv19ag4		20852	100		STANDARD Q COVID-19 Ag, SD BIONSENSOR Inc			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19ag5		15481	100		SARS-CoV-2 Antigen Rapid Test, Roche (SD BIOSENSOR)			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19agj		1370	100					2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19agl		391	100					2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19nho		891531	100		-COVID-19-koronavirustauti, nukleiinihappo (kval)			2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 RNA	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
111	-cv19pika		8349	99.95					2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	-cv19vt		1271	100					2.1.2.2.2.1.2.2.1.1.2.2.1					Nar		FALSE
111	b-cv19ab-o		325	100			Blood	Qualitative test (also semi-quantitative)	2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antibody	Presence or Threshold	Point in time (spot)	Blood	Ord		FALSE
111	b-cv19abg		232	100		B -COVID-19 -koronavirustauti, IgG-vasta-aineet	Blood		2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 IgG antibody	Presence or Threshold	Point in time (spot)	Blood	Ord		FALSE
111	b-cv19abm		233	100		B -COVID-19 -koronavirustauti, IgM-vasta-aineet	Blood		2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 IgM antibody	Presence or Threshold	Point in time (spot)	Blood	Ord		FALSE
111	cldinho		111	100					2.1.2.2.2.1.2.2.1.1.2.2.1							FALSE
111	covid-19aghoi		476	100					2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	cv19ag		985	100					2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	cv19infrs		7932	100					2.1.2.2.2.1.2.2.1.1.2.2.1							TRUE
111	cv19nho		71412	100					2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 RNA	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
111	cv19nhopth		159	100					2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 RNA	Presence or Threshold	Point in time (spot)		Ord	Nucleic acid amplification with probe detection	FALSE
111	cv19sekv		120	100					2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 RNA	Presence or Identity	Point in time (spot)		Nom	Molecular genetics	FALSE
111	oma-covid-o		1391	100				Qualitative test (also semi-quantitative)	2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
111	p-c1qabg	u/ml	88	0		P-Komplementti C1q, IgG-vasta-aineet	Plasma		2.1.2.2.2.1.2.2.1.1.2.2.1	Complement C1q IgG antibody	Arbitrary Concentration	Point in time (spot)	Plasma	Qn		FALSE
111	p-c1qabg		195	95.38		P-Komplementti C1q, IgG-vasta-aineet	Plasma		2.1.2.2.2.1.2.2.1.1.2.2.1	Complement C1q IgG antibody	Presence or Threshold	Point in time (spot)	Plasma	Ord		FALSE
111	pika-covid-19ag		290	100					2.1.2.2.2.1.2.2.1.1.2.2.1	SARS-CoV-2 antigen	Presence or Threshold	Point in time (spot)		Ord		FALSE
